city,date,fare,ride_id
East Danielview,1/15/19 3:55,21.97,2.32E+11
North Timothy,2/16/19 17:53,14.94,7.96E+12
Sotoville,4/22/19 3:14,31.24,9.47E+11
Grayville,1/25/19 10:17,39.35,6.11E+12
Myersshire,4/30/19 10:54,41.25,5.29E+12
Barronchester,1/9/19 9:01,38.57,1.25E+12
Mezachester,1/2/19 16:22,47.07,8.99E+12
East Marymouth,1/19/19 19:28,29.94,3.89E+11
West Kimmouth,2/10/19 23:43,23.35,6.12E+12
Veronicaberg,1/31/19 2:16,23.41,4.30E+12
Josephside,4/10/19 10:56,32.26,5.72E+12
Sotoville,4/27/19 19:45,28.84,9.91E+12
Veronicaberg,1/18/19 18:40,44.05,1.68E+12
Victoriaport,3/19/19 16:48,29.54,3.05E+12
New Raymond,1/10/19 12:41,49.19,7.83E+12
West Hannah,2/13/19 9:44,42.61,8.81E+11
East Danielview,5/2/19 19:46,19.41,8.12E+12
Veronicaberg,1/29/19 3:50,48.05,5.23E+12
Davidfurt,2/3/19 13:58,33.84,7.16E+12
Davidfurt,2/20/19 1:41,46.67,2.88E+12
South Teresa,4/25/19 11:50,38.81,8.76E+12
West Hannah,1/7/19 19:37,46.64,5.79E+12
Lake Ann,3/30/19 17:23,23.87,5.13E+12
Bethanyland,1/25/19 1:04,41.85,5.33E+12
East Danielview,2/14/19 20:03,20.26,7.53E+12
South Brenda,2/13/19 15:40,31.67,7.82E+12
Colemanland,4/16/19 18:17,42.08,9.75E+12
Davidfurt,4/6/19 15:38,17.99,8.58E+12
Bethanyland,1/28/19 8:33,23.73,4.13E+12
Sotoville,1/21/19 10:21,34.06,5.70E+11
East Aaronbury,1/10/19 8:33,23.02,9.27E+12
Colemanland,1/11/19 0:28,49.28,4.06E+12
Lewishaven,4/27/19 7:18,18.56,4.92E+12
Lake Omar,1/17/19 18:29,28.54,8.21E+12
New Shannonberg,2/12/19 20:27,15.31,9.48E+12
North Jeffrey,2/16/19 19:18,26.66,7.47E+12
South Brenda,2/14/19 7:07,16.86,5.98E+12
North Richardhaven,2/7/19 13:18,27.02,6.41E+11
South Brenda,4/10/19 20:04,35.83,4.34E+12
Grayville,1/20/19 19:11,24.53,6.95E+12
Victoriaport,1/15/19 19:03,14.87,8.30E+12
South Teresa,4/27/19 14:37,45.77,4.66E+12
East Marymouth,4/23/19 14:20,33.66,8.24E+12
Lake Omar,3/3/19 13:17,33.97,1.57E+12
Lake Scott,2/18/19 11:38,47.37,2.73E+12
Port Shane,2/16/19 17:52,22.81,8.25E+12
Davidfurt,4/27/19 23:52,45.98,5.46E+12
Lake Ann,1/10/19 4:20,18.22,2.90E+12
New Raymond,1/31/19 19:56,12.87,2.30E+12
West Hannah,3/9/19 11:22,21.44,8.33E+12
Port Shane,3/23/19 9:36,18.58,3.26E+12
Barronchester,2/4/19 14:59,45.75,7.22E+12
Davidfurt,2/12/19 10:07,49.55,3.64E+12
Grayville,5/1/19 14:27,26.26,6.82E+12
Lake Robertside,2/24/19 6:25,41.57,9.70E+12
North Richardhaven,1/16/19 13:38,21.06,1.76E+12
Lewisland,3/1/19 4:34,43.77,5.01E+12
Mezachester,2/13/19 9:16,38.55,8.13E+12
Sotoville,1/2/19 0:13,44.71,9.90E+12
Mezachester,4/19/19 9:25,17.51,1.73E+12
South Teresa,4/15/19 8:06,23.06,6.62E+12
Davidfurt,2/18/19 7:04,17.06,2.08E+12
Lewisland,2/18/19 12:17,23.87,4.51E+12
East Aaronbury,4/4/19 6:02,16.9,7.22E+12
Mezachester,2/17/19 13:16,34.17,1.42E+12
North Timothy,2/24/19 13:40,12.86,3.76E+12
Veronicaberg,4/23/19 20:34,47.51,9.51E+12
Lake Scott,3/16/19 18:07,20.1,5.41E+12
New Raymond,3/19/19 17:37,28.19,3.98E+12
Josephside,2/10/19 7:56,35.39,8.54E+12
East Kentstad,3/18/19 11:45,33.83,6.27E+11
Williamsonville,4/25/19 17:18,32.93,5.56E+11
East Kentstad,4/12/19 15:21,17.26,8.44E+12
New Olivia,3/22/19 5:00,24.8,4.47E+12
Lake Ann,2/8/19 10:30,40.27,3.08E+12
Lake Omar,3/29/19 20:14,14.77,6.60E+12
Lake Omar,1/17/19 4:55,35.94,8.68E+12
Josephside,2/28/19 11:07,41.18,2.44E+12
East Kentstad,3/4/19 21:52,20.83,2.47E+12
Williamsonville,3/22/19 3:05,38.41,1.34E+12
Bethanyland,4/30/19 19:49,27.99,9.68E+12
North Timothy,4/18/19 0:06,26.98,3.68E+12
Lake Ann,3/13/19 5:28,45.43,3.36E+11
Mezachester,4/14/19 2:15,15.17,8.12E+12
New Shannonberg,4/17/19 20:06,39.47,6.60E+12
West Kimmouth,3/24/19 21:04,49.96,5.95E+12
New Raymond,2/1/19 4:56,35.6,2.25E+11
East Danielview,5/4/19 2:14,40.02,3.64E+12
Brandonfort,4/19/19 5:52,44.24,1.40E+12
New Olivia,4/10/19 23:05,48.31,4.54E+12
Myersshire,2/15/19 13:31,40.6,5.02E+12
Davidfurt,2/1/19 4:21,20.44,1.86E+11
Port Shane,2/16/19 3:35,29.99,3.15E+12
South Brenda,3/8/19 11:06,41.85,6.40E+12
New Shannonberg,2/26/19 18:56,24.28,5.56E+11
Lake Scott,2/2/19 5:37,26.45,1.38E+12
Rodriguezview,2/19/19 8:21,42.1,4.26E+12
Lake Robertside,3/30/19 0:54,16.53,30234681362
Veronicaberg,3/28/19 11:03,26.01,5.59E+12
Colemanland,2/16/19 3:51,15.04,4.03E+12
Myersshire,4/24/19 8:51,26.84,3.89E+11
New Olivia,5/7/19 2:49,15.41,4.68E+12
Nicolechester,3/8/19 16:35,26.12,1.53E+12
South Brenda,4/26/19 23:15,33.74,1.47E+12
South Teresa,2/23/19 16:30,26.28,7.87E+12
North Timothy,2/19/19 14:30,22.97,8.12E+12
Davidfurt,2/3/19 3:14,40.18,8.12E+12
East Danielview,4/16/19 21:06,42.94,7.30E+12
Brandonfort,3/16/19 20:49,19.23,4.36E+12
Lake Robertside,1/23/19 0:46,14.29,2.34E+12
South Brenda,4/27/19 7:34,30.28,7.03E+12
South Teresa,1/20/19 8:25,30.37,9.59E+12
East Danielview,3/4/19 4:10,17.89,7.64E+12
New Shannonberg,5/2/19 21:53,28.99,3.41E+12
Barronchester,4/28/19 11:49,39.19,9.92E+12
Barronchester,3/19/19 19:18,46.42,2.89E+12
West Hannah,2/22/19 23:29,23.36,8.18E+12
Nicolechester,4/28/19 17:38,34.87,5.10E+12
Lake Robertside,2/10/19 15:11,20.98,7.33E+12
Colemanland,2/10/19 3:12,35.76,8.31E+12
Bethanyland,4/17/19 22:37,28.68,3.15E+12
East Marymouth,4/9/19 1:04,29.03,8.44E+12
Rodriguezview,4/22/19 20:56,44.68,1.14E+12
Colemanland,2/19/19 2:23,23.45,1.22E+12
Lake Omar,4/13/19 23:28,25.61,3.67E+12
Davidfurt,4/18/19 15:43,47.3,8.29E+12
Davidfurt,4/3/19 17:52,21.29,3.93E+12
New Raymond,3/28/19 14:25,14.75,7.75E+11
Lake Scott,2/2/19 14:18,17.55,3.95E+12
Lake Scott,2/22/19 6:26,37.51,2.59E+12
West Kimmouth,2/2/19 19:04,36.71,6.55E+12
Davidfurt,5/7/19 14:38,13.05,1.13E+11
Port Shane,3/27/19 11:55,28.8,4.40E+12
Lake Ann,5/2/19 6:15,47.44,9.07E+12
North Timothy,4/24/19 12:24,37.71,4.50E+12
East Marymouth,2/24/19 18:02,27.38,5.22E+12
Lake Robertside,1/25/19 21:44,48.81,6.51E+12
Josephside,2/25/19 10:17,35.8,2.85E+12
Lake Robertside,1/13/19 4:32,44.66,1.76E+12
East Marymouth,3/22/19 21:54,14.13,6.50E+12
South Teresa,1/13/19 15:30,20.93,6.77E+12
Lake Robertside,4/27/19 6:20,28.29,9.60E+12
Lake Robertside,4/7/19 6:35,46.5,5.13E+12
Lake Omar,1/3/19 1:16,14.61,7.12E+12
Bethanyland,3/23/19 21:53,40.07,6.36E+11
West Kimmouth,4/29/19 2:04,31.59,8.39E+12
Lewisland,2/11/19 9:00,30.56,5.33E+12
Barronchester,4/2/19 19:38,28.55,9.11E+12
Mezachester,5/7/19 15:34,44.87,6.59E+12
Rodriguezview,4/7/19 3:41,13.71,4.67E+12
Lewishaven,4/12/19 15:01,49.15,6.41E+12
South Brenda,2/18/19 6:29,41.32,9.77E+12
Lake Omar,4/15/19 16:39,45.64,3.82E+12
Lewisland,1/30/19 14:09,46.7,9.37E+12
Nicolechester,1/22/19 14:48,32.03,8.09E+12
Lake Scott,1/11/19 0:04,23.44,8.56E+12
Davidfurt,2/5/19 18:23,27.55,6.57E+12
Port Shane,4/18/19 0:52,12.05,1.55E+12
Bethanyland,3/14/19 9:47,44.31,5.79E+11
South Teresa,3/8/19 5:29,42.68,6.55E+12
Josephside,4/12/19 14:30,37.37,2.63E+12
Myersshire,4/17/19 23:24,20.51,4.67E+12
Victoriaport,2/6/19 16:28,45.86,6.84E+12
Brandonfort,1/30/19 1:51,17.5,6.48E+12
Bethanyland,3/15/19 13:10,39.66,9.77E+12
East Marymouth,3/5/19 19:06,25.44,7.45E+12
North Jeffrey,3/19/19 6:00,31.16,2.46E+12
Victoriaport,1/29/19 4:04,35.5,2.19E+12
Mezachester,1/15/19 4:53,16.6,3.36E+12
Rodriguezview,2/14/19 1:59,30.39,9.18E+12
West Hannah,2/23/19 11:22,23.5,7.80E+12
Port Shane,3/17/19 0:39,47.75,1.42E+12
Colemanland,1/22/19 10:21,46.43,3.16E+12
Nicolechester,3/28/19 4:12,26.22,1.23E+11
Josephside,1/2/19 7:26,33.57,8.53E+12
Lewisland,1/23/19 18:17,26.69,4.36E+12
South Teresa,2/11/19 15:07,28.64,3.21E+11
West Kimmouth,2/18/19 11:53,49.38,1.63E+12
Davidfurt,3/9/19 23:07,26.24,4.65E+12
North Jeffrey,2/21/19 12:56,22.96,6.85E+12
East Kentstad,4/10/19 20:44,21.38,9.08E+12
Brandonfort,4/4/19 21:13,21.56,8.11E+12
Lewishaven,3/29/19 7:24,14.21,1.26E+11
East Danielview,4/26/19 8:14,40.76,2.97E+12
Veronicaberg,4/2/19 3:59,16.63,4.53E+12
Lake Omar,5/5/19 23:39,12.45,6.38E+12
Lake Omar,4/13/19 7:09,24.9,9.45E+12
Josephside,3/18/19 22:55,35.58,5.45E+12
Port Shane,3/19/19 12:25,40.39,9.10E+11
Rodriguezview,2/21/19 1:34,36.37,4.98E+12
East Kentstad,1/10/19 11:15,24.65,7.20E+12
Brandonfort,3/3/19 4:25,46.01,2.29E+12
North Timothy,3/17/19 8:33,45.33,1.76E+12
North Richardhaven,3/19/19 5:25,18.01,2.80E+12
East Danielview,2/4/19 11:01,38.38,2.53E+12
Colemanland,4/5/19 5:23,43.91,3.89E+11
East Marymouth,3/13/19 8:07,27.54,9.78E+12
Lake Robertside,2/16/19 7:14,47.31,6.27E+12
North Jeffrey,4/27/19 10:17,20.41,9.03E+11
East Danielview,3/27/19 16:22,36,1.41E+12
New Olivia,2/5/19 22:03,35.76,5.89E+12
Lake Robertside,2/12/19 9:45,20.03,9.63E+12
South Brenda,3/19/19 19:25,48.98,8.69E+12
Josephside,4/24/19 10:29,42.58,1.07E+12
West Kimmouth,3/5/19 22:04,48.2,321833677
Barronchester,4/5/19 14:12,33.5,91435348621
Bethanyland,3/6/19 10:01,13.86,8.57E+12
Lake Omar,2/20/19 21:56,33.61,2.72E+12
Williamsonville,4/28/19 19:35,16.96,9.63E+12
Colemanland,1/19/19 15:24,24.4,6.65E+12
Port Shane,1/30/19 20:43,49.52,8.26E+12
West Kimmouth,3/13/19 14:50,18.72,9.39E+12
Nicolechester,5/5/19 8:45,15.43,8.50E+12
Mezachester,4/19/19 19:05,29.12,8.89E+12
New Olivia,3/27/19 9:35,34.54,4.64E+12
East Danielview,1/25/19 11:58,48.32,1.83E+12
Brandonfort,4/15/19 4:12,47.17,7.39E+12
Port Shane,4/3/19 22:33,15.59,1.27E+11
Colemanland,5/4/19 4:24,12.62,4.90E+12
South Teresa,3/5/19 19:18,32.29,4.98E+12
South Brenda,4/25/19 7:08,23.6,1.78E+12
East Aaronbury,4/11/19 3:24,34.4,6.54E+12
Sotoville,3/13/19 16:06,14.36,8.63E+12
West Hannah,1/21/19 19:54,41.95,16507766547
South Teresa,3/9/19 9:54,25.08,8.14E+12
Bethanyland,4/2/19 4:29,34.38,1.78E+12
West Hannah,3/2/19 17:06,13.92,7.39E+12
Lake Robertside,4/3/19 3:27,12.76,1.30E+12
Colemanland,1/10/19 6:49,27.7,8.70E+12
East Marymouth,2/12/19 23:18,47.41,7.41E+12
New Raymond,2/11/19 17:28,17.97,7.55E+12
Randallchester,4/13/19 11:13,43.22,1.08E+12
North Holly,2/2/19 14:54,12.42,1.99E+12
Michaelberg,3/27/19 18:27,54.85,4.42E+12
Lake Latoyabury,2/23/19 21:12,47.9,3.27E+12
Lake Latoyabury,5/6/19 8:57,51.8,4.02E+12
Taylorhaven,4/6/19 1:01,45.31,2.28E+12
Garzaport,2/18/19 18:27,36.16,2.93E+12
New Ryantown,1/27/19 17:33,42.68,7.99E+12
Lake Latoyabury,4/2/19 21:00,13.46,8.23E+12
North Holly,2/16/19 17:02,39.46,4.57E+12
Bradshawfurt,3/6/19 21:44,19.74,6.08E+12
South Marychester,2/19/19 0:23,32.72,1.48E+12
Bradshawfurt,3/24/19 18:53,57.51,2.30E+12
Lake Latoyabury,1/22/19 12:42,13.5,8.49E+12
South Marychester,1/2/19 11:18,52.12,3.45E+12
Jessicaport,1/1/19 9:45,43.69,2.42E+12
South Jennifer,4/1/19 9:32,21.63,9.14E+12
South Marychester,2/21/19 19:16,55.4,8.82E+12
South Saramouth,2/20/19 16:32,44.29,3.62E+12
Lake Latoyabury,4/22/19 16:56,38.46,1.67E+12
Lake Jamie,3/13/19 6:41,26.09,1.60E+12
Newtonview,1/8/19 6:19,19.39,5.35E+12
Michaelberg,1/18/19 0:46,15.12,1.03E+12
Jessicaport,1/14/19 7:09,18.05,5.41E+12
South Marychester,1/15/19 21:44,30.26,3.84E+12
North Jaime,3/6/19 9:09,44.17,1.15E+12
Penaborough,2/24/19 0:44,21.89,2.07E+12
North Jaime,3/12/19 13:05,23.21,5.99E+12
Lake Latoyabury,4/16/19 21:12,24.1,4.90E+12
South Jennifer,3/7/19 19:10,48.79,9.73E+12
Taylorhaven,3/5/19 21:19,38.18,8.56E+12
Jessicaport,4/13/19 16:08,39.89,6.51E+12
South Marychester,3/27/19 12:07,34.42,4.23E+12
Penaborough,4/27/19 6:02,38.33,5.47E+11
New Ryantown,4/18/19 19:43,42.97,2.31E+11
North Jaime,4/4/19 13:13,51.83,9.12E+12
Harringtonfort,1/6/19 7:38,47.33,3.85E+12
South Jennifer,4/5/19 14:35,32.2,6.84E+11
North Holly,1/4/19 3:31,24.88,4.20E+12
Newtonview,2/5/19 22:53,45.02,7.08E+12
Randallchester,2/19/19 3:52,58.55,8.00E+12
Bradshawfurt,3/24/19 7:34,19.89,7.87E+12
South Marychester,2/25/19 19:06,54.66,3.14E+12
Bradshawfurt,2/18/19 22:21,34.32,8.88E+12
Bradshawfurt,4/8/19 13:46,55.19,1.74E+12
Jessicaport,3/18/19 16:59,33.72,3.05E+12
Michaelberg,3/27/19 21:48,38.62,3.64E+11
West Heather,3/12/19 4:22,26.55,7.04E+12
Garzaport,4/17/19 1:48,17.31,6.09E+12
North Jaime,2/1/19 8:59,17.05,9.48E+12
New Ryantown,2/4/19 23:54,45.7,3.57E+12
North Holly,4/21/19 21:14,18.54,6.26E+12
West Heather,2/22/19 9:01,17.4,8.70E+12
Taylorhaven,4/3/19 5:41,38.92,8.30E+12
Bradshawfurt,4/7/19 21:12,49.7,5.09E+12
Michaelberg,1/11/19 4:39,16.42,8.80E+12
Michaelberg,4/22/19 17:28,19.27,26848733115
North Holly,3/28/19 0:12,35.45,3.26E+12
North Jaime,5/6/19 0:58,41.18,7.33E+12
North Jaime,4/4/19 1:58,43.86,8.20E+12
South Marychester,4/23/19 12:21,25.94,2.94E+12
North Holly,1/23/19 6:52,40.24,3.92E+12
Michaelberg,5/2/19 11:57,52.71,5.65E+12
West Heather,2/22/19 1:46,33.38,5.55E+12
Bradshawfurt,2/23/19 12:00,37.05,2.07E+12
Penaborough,1/14/19 15:58,54.1,4.33E+11
New Ryantown,4/30/19 1:50,50.81,5.36E+12
Michaelberg,1/19/19 12:38,38.68,1.03E+11
Taylorhaven,4/1/19 16:37,54.65,9.10E+12
South Jennifer,4/2/19 10:26,14.11,3.83E+12
Bradshawfurt,4/10/19 9:47,19.07,7.39E+11
Taylorhaven,3/5/19 4:46,29.45,2.16E+12
Harringtonfort,2/17/19 4:42,30.58,6.84E+12
Randallchester,2/11/19 5:42,25.78,9.01E+12
New Ryantown,4/5/19 21:38,50.98,4.83E+12
Penaborough,2/3/19 17:15,51.8,5.38E+12
South Jennifer,4/10/19 20:46,43.25,6.24E+11
Lake Jamie,4/30/19 21:26,37.33,6.76E+12
Harringtonfort,4/16/19 16:30,17.39,4.02E+12
South Jennifer,1/30/19 1:40,37.05,9.55E+12
Bradshawfurt,1/19/19 20:21,56.78,1.25E+12
Jessicaport,5/1/19 8:14,22.44,3.73E+12
Lake Latoyabury,3/29/19 9:11,13.84,7.91E+12
Lake Jamie,1/18/19 7:36,43.57,1.17E+12
Randallchester,3/25/19 13:36,10.37,3.22E+12
Harringtonfort,3/10/19 10:11,19.02,6.72E+12
Lake Latoyabury,1/24/19 13:32,34.74,5.96E+12
Taylorhaven,4/2/19 9:17,47.07,8.57E+12
South Jennifer,3/11/19 0:51,49.82,1.15E+12
Harringtonfort,2/26/19 7:03,54.66,9.20E+12
Newtonview,4/1/19 13:39,26.73,3.72E+12
Michaelberg,3/10/19 10:05,56.48,3.76E+12
Penaborough,1/22/19 15:36,10.11,4.13E+12
Lake Latoyabury,4/14/19 7:06,11.94,2.04E+12
North Jaime,4/27/19 17:58,14.01,2.16E+12
West Heather,2/4/19 16:29,13.97,7.12E+12
West Heather,4/18/19 19:33,46.6,3.67E+12
West Heather,3/2/19 21:04,20.99,5.77E+12
South Saramouth,1/28/19 15:55,31.25,7.12E+12
West Heather,3/6/19 20:06,48.11,2.57E+12
Garzaport,5/6/19 16:57,18.9,8.83E+12
South Saramouth,3/27/19 21:07,11.87,1.70E+11
Randallchester,4/7/19 23:42,10.79,1.62E+12
Harringtonfort,1/9/19 15:30,31.84,3.73E+12
South Saramouth,4/12/19 18:11,57.23,5.08E+12
North Holly,1/3/19 19:51,19.9,5.56E+12
New Ryantown,5/5/19 19:29,26.53,2.30E+12
West Heather,2/2/19 6:28,53.07,2.46E+12
Lake Latoyabury,2/25/19 4:10,16.18,8.49E+12
South Marychester,1/19/19 11:40,49.44,90058815985
Jessicaport,1/31/19 17:57,58.29,6.23E+11
Michaelberg,3/22/19 22:20,38.3,8.03E+12
North Holly,4/18/19 19:26,30.94,3.44E+12
Michaelberg,3/13/19 14:40,37.72,8.84E+12
Lake Jamie,2/25/19 23:46,28.65,5.82E+12
Lake Jamie,4/19/19 4:32,16.29,3.52E+12
North Holly,3/18/19 10:38,40.34,3.79E+12
Michaelberg,1/27/19 18:43,38.42,8.63E+11
Lake Jamie,4/29/19 1:58,54.22,2.49E+12
Bradshawfurt,1/30/19 10:55,51.39,1.33E+12
Michaelberg,4/29/19 17:04,13.38,8.55E+12
Lake Latoyabury,1/30/19 0:05,20.76,9.02E+12
North Jaime,2/10/19 21:03,11.11,2.78E+12
West Heather,5/7/19 19:22,44.94,4.26E+12
Newtonview,4/25/19 10:20,55.84,9.99E+12
